Nev,PartnerId,CimId,IsSzekhely,IsSzamlazasiCim,IsSzallitasiCim,Bankszamlaszam,KulsoId,IsIrasvedett,IsFizetesHitelSzamla,Id,FId,Dt,EFId,EDt,Verzio,D,Partner.Nev,Partner.RovidNev,Partner.Kod,Partner.KAdoalanyTipus,Partner.Adoszam,Partner.Cegjegyzekszam,Partner.FelirAzonosito,Partner.IsVevo,Partner.IsSzallito,Partner.IsKulfoldi,Partner.IsEUTag,Partner.AlapertelmezettFizetesiModId,Partner.IsTiltva,Partner.KulsoId,Partner.KulsoEDt,Partner.IsIrasvedett,Partner.ListPartnerCsoportId,Partner.KAdoalanyTipusNev,Partner.Id,Partner.FId,Partner.Dt,Partner.EFId,Partner.EDt,Partner.Verzio,Partner.D,Partner.Megjegyzes,Cim.TelepulesId,Cim.KozteruletNev,Cim.KozteruletJellegId,Cim.Hazszam,Cim.Epulet,Cim.Lepcsohaz,Cim.Szint,Cim.Ajto,Cim.Hrsz,Cim.D,Cim.Telepules.Iranyitoszam,Cim.Telepules.Nev,Cim.Telepules.OrszagId,Cim.Telepules.Id,Cim.Telepules.FId,Cim.Telepules.Dt,Cim.Telepules.EFId,Cim.Telepules.EDt,Cim.Telepules.Verzio,Cim.Telepules.D,Cim.KozteruletJelleg.Nev,Cim.KozteruletJelleg.MegjelenitesiSorrend,Cim.KozteruletJelleg.Id,Cim.KozteruletJelleg.FId,Cim.KozteruletJelleg.Dt,Cim.KozteruletJelleg.EFId,Cim.KozteruletJelleg.EDt,Cim.KozteruletJelleg.Verzio,Cim.KozteruletJelleg.D,Cim.FormazottCim,Cim.Id,Cim.FId,Cim.Dt,Cim.Verzio,KulsoEDt,Megjegyzes,KapcsolattartoNev,KapcsolattartoTelefonszam,KapcsolattartoEmail,KapcsolattartoFax,JovedekiEngedelyszam,MukodesiEngedelyszam,Partner.AlapertelmezettFizetesiHataridoId,Partner.EgyeniVallalkozoNyilvantartasiSzam
P&P Pékáru Kft.,1021921,1237263,False,True,True,11732002-20375070,1000433,True,False,1237264,1019477,2022-09-15T18:12:53,1019477,2025-03-20T13:35:03.114721,36063346,0,P&P Pékáru Kft.,P&P Pékáru Kft.,1000110,0,11424372-2-03,03-09-105053,AA0102171,False,True,False,False,1005833.0,False,1034433,2021-08-31T06:20:26.803349,False,[],Cég,1021921,1019477,2022-09-15T11:59:01,1019477,2025-03-14T15:10:41.512749,35502089,0,S01157,1003397,X.,1005655,92,B,,,,,0,6100,Kiskunfélegyháza,1001210,1003397,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004195,0,kerület,999,1005655,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006453,0,"6100 Kiskunfélegyháza, X. kerület 92 B",1237263,1019477,2022-09-15T18:12:53,33451898,2021-08-31T06:43:03.595796,,,,,,,,,
Nógrádi Vegyipari Zrt.,1021916,1237265,True,True,True,10102440-02658300-01005008,1006128,False,False,1237266,1019477,2022-09-15T18:12:53,1019477,2025-04-01T13:26:19.700561,36374298,0,Nógrádi Vegyipari Zrt.,Nógrádi Vegyipari Zrt.,1000105,0,22742579-2-12,12-10-001616,,False,True,False,False,1005833.0,False,1034405,2021-08-31T06:20:26.803349,False,[],Cég,1021916,1019477,2022-09-15T11:59:01,1019477,2025-03-14T15:10:40.224803,35502018,0,SA0222,1001933,Arany János,1005743,2,,,,,,0,2657,Tolmács,1001210,1001933,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002731,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2657 Tolmács, Arany János utca 2",1237265,1019477,2022-09-15T18:12:53,33451939,,,,,,,,,,
Panna Cocktail Kft.,1021922,1237267,True,True,True,12010721-01328554-00100003,1006359,False,False,1237268,1019477,2022-09-15T18:12:53,1019477,2025-04-01T13:26:19.970537,36374299,0,Panna Cocktail Kft.,Panna Cocktail Kft.,1000111,0,11680194-2-13,13-09-133539,AA0261155,False,True,False,False,1005833.0,False,1034447,2021-08-31T06:20:26.803349,False,[],Cég,1021922,1019477,2022-09-15T11:59:01,1019477,2025-03-14T15:10:41.792752,35502977,0,S00884,1001696,Nádas,1005743,2,,,,,,0,2142,Nagytarcsa,1001210,1001696,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002494,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2142 Nagytarcsa, Nádas utca 2",1237267,1019477,2022-09-15T18:12:53,33451857,,,,,,,,,,
Panyolai Szilvórium Zrt.,1021923,1237269,True,True,True,11744027-20016337,1005905,False,False,1237270,1019477,2022-09-15T18:12:53,1019477,2025-04-01T13:26:20.210915,36374300,0,Panyolai Szilvórium Zrt.,Panyolai Szilvórium Zrt.,1000112,0,24121055-2-15,15 10 040374,AA0353382,False,True,False,False,1005833.0,False,1034457,2021-08-31T06:20:26.803349,False,[],Cég,1021923,1019477,2022-09-15T11:59:01,1019477,2025-03-14T15:10:42.188209,35503061,0,S02325,1003092,Szilvórium,1005730,1,,,,,,0,4913,Panyola,1001210,1003092,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1003890,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"4913 Panyola, Szilvórium tanya 1",1237269,1019477,2022-09-15T18:12:53,33451899,,,,,,,,,,
Pápai Hús Kft.,1021924,1237271,True,True,True,10401000-50515257-49561102,1005909,False,False,1237272,1019477,2022-09-15T18:12:53,1019477,2025-04-01T13:26:20.430477,36374301,0,Pápai Hús Kft.,Pápai Hús Kft.,1000113,0,25405653-2-19,19-09-518812,AA5790753,False,True,False,False,1005833.0,False,1034459,2021-08-31T06:20:26.803349,False,[],Cég,1021924,1019477,2022-09-15T11:59:02,1019477,2025-03-14T15:10:42.438995,35503064,0,S05277,1004591,Kisfaludy,1005743,2,,,,,,0,8500,Pápa,1001210,1004591,0,2022-09-13T14:59:36,0,2022-09-13T14:59:36,1005389,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8500 Pápa, Kisfaludy utca 2",1237271,1019477,2022-09-15T18:12:53,33451858,,,,,,,,,,
Pick Szeged Zrt.,1021926,1237273,True,True,True,10700062-02522805-51100005,1007493,False,False,1237274,1019477,2022-09-15T18:12:53,1019477,2025-04-01T13:26:20.701259,36374302,0,Pick Szeged Zrt.,Pick Szeged Zrt.,1000115,0,11081492-4-06,06-10-000065,AA0057484,False,True,False,False,1005833.0,False,1034485,2021-08-31T06:20:26.803349,False,[],Cég,1021926,1019477,2022-09-15T11:59:02,1019477,2025-03-14T15:10:42.946933,35503468,0,S01073,1003537,Szabadkai,1005741,18,,,,,,0,6725,Szeged,1001210,1003537,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004335,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"6725 Szeged, Szabadkai út 18",1237273,1019477,2022-09-15T18:12:53,33451900,,,,,,,,,,
PINCE Kft.,1021927,1237275,True,True,True,10104260-41803000-00000006,1006734,False,False,1237276,1019477,2022-09-15T18:12:53,1019477,2025-04-01T13:26:21.006998,36374304,0,PINCE Termeltetési és Kereskedelmi Kft.,PINCE Termeltetési és Kereskedelmi Kft.,1000116,0,10469435-2-42,01-09-958012,AA0019808,False,True,False,False,1005833.0,False,1034487,2021-08-31T06:20:26.803349,False,[],Cég,1021927,1019477,2022-09-15T11:59:02,1019477,2025-03-14T15:10:43.287282,35505240,0,S00666,1001511,Bebek,1005743,3,,,,,,0,1105,Budapest,1001210,1001511,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002309,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1105 Budapest, Bebek utca 3",1237275,1019477,2022-09-15T18:12:53,33451940,,,Varró Tamás,06 57/515-730,varro.tamas@pincekft.hu,06 57/515-731,,,,
Prima Maroni Kft.,1021929,1237277,True,True,True,10800007-58418004,1007042,False,False,1237278,1019477,2022-09-15T18:12:54,1019477,2025-04-01T13:26:21.227421,36374305,0,Prima Maroni Kft.,Prima Maroni Kft.,1000118,0,10317376-2-43,01-09-063619,AA2675459,False,True,False,False,1005833.0,False,1034513,2022-12-23T08:22:40.417005,False,[],Cég,1021929,1019477,2022-09-15T11:59:02,1019477,2025-03-14T15:10:43.784204,35505281,0,S03615,1001583,Déli Bekötő,1005741,8,,,,,,0,1211,Budapest,1001210,1001583,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002381,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1211 Budapest, Déli Bekötő út 8",1237277,1019477,2022-09-15T18:12:54,33451859,,,,,,,,,,
Rákóczi-Delikát Kft,1021931,1237279,True,True,True,11734004-25981883,1006980,False,False,1237280,1019477,2022-09-15T18:12:54,1019477,2025-04-01T13:26:21.485496,36374306,0,Rákóczi-Delikát Kft,Rákóczi-Delikát Kft,1000120,0,12275494-2-42,01-09-661586,AA0232445,False,True,False,False,1005833.0,False,1034529,2021-08-31T06:20:26.803349,False,[],Cég,1021931,1019477,2022-09-15T11:59:02,1019477,2025-03-14T15:10:44.355847,35505381,0,S02023,1001557,Bekecs,1005743,22,,,,,,0,1162,Budapest,1001210,1001557,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002355,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1162 Budapest, Bekecs utca 22",1237279,1019477,2022-09-15T18:12:54,33451901,,,,,,,,,,
Royalsekt Zrt.,1021933,1237281,True,True,True,12076903-01028688-00100002,1006307,False,False,1237282,1019477,2022-09-15T18:12:54,1019477,2025-04-01T13:26:21.733899,36374307,0,Royalsekt Zrt.,Royalsekt Zrt.,1000122,0,14298192-2-03,03-10-100389,AA0519959,False,True,False,False,1005833.0,False,1034559,2021-08-31T06:20:26.803349,False,[],Cég,1021933,1019477,2022-09-15T11:59:03,1019477,2025-03-14T15:10:44.926969,35505587,0,S00128,1003382,Agárdy,1005732,,,,,,,0,6070,Izsák,1001210,1003382,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004180,0,telep,999,1005732,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006530,0,"6070 Izsák, Agárdy telep ",1237281,1019477,2022-09-15T18:12:54,33451941,,,,,,,,,,
Sáfrán és Társa Kft.,1021934,1237283,False,True,True,10401983-00009687-00000006,1000498,True,False,1237284,1019477,2022-09-15T18:12:54,1019477,2025-03-20T13:35:03.059001,36062622,0,Sáfrán és Társa Kft.,Sáfrán és Társa Kft.,1000123,0,12191673-2-13,13-09-073544,AA0414144,False,True,False,False,1005833.0,False,1034569,2021-08-31T06:20:26.803349,False,[],Cég,1021934,1019477,2022-09-15T11:59:03,1019477,2025-03-14T15:10:45.178153,35505607,0,,1001776,Rákóczi,1005741,80,,,,,,0,2340,Kiskunlacháza,1001210,1001776,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002574,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"2340 Kiskunlacháza, Rákóczi út 80",1237283,1019477,2022-09-15T18:12:54,33451942,2021-08-31T06:43:03.595796,,,,,,,,,
Sága Foods ZRt.,1021935,1237285,True,True,True,10700127-04040400-52300002,1007372,False,False,1237286,1019477,2022-09-15T18:12:54,1019477,2025-04-01T13:26:22.269421,36374309,0,Sága Foods ZRt.,Sága Foods ZRt.,1000124,0,11301109-2-18,18-10-100533,AA0129158,False,True,False,False,1005833.0,False,1034571,2022-12-23T08:26:09.760811,False,[],Cég,1021935,1019477,2022-09-15T11:59:03,1019477,2025-03-14T15:10:45.505443,35507606,0,S01077,1005292,Soproni,1005743,15,,,,,,0,9600,Sárvár,1001210,1005292,0,2022-09-13T14:59:37,0,2022-09-13T14:59:37,1006090,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"9600 Sárvár, Soproni utca 15",1237285,1019477,2022-09-15T18:12:54,33451902,,,,,,,,,,
Sarantis Hungary Kft.,1021936,1237287,True,True,True,10918001-00000084-13430007,1005410,False,False,1237288,1019477,2022-09-15T18:12:54,1019477,2025-04-01T13:26:22.536661,36374310,0,Sarantis Hungary Kft.,Sarantis Hungary Kft.,1000125,0,10862412-2-43,13-09-156730,,False,True,False,False,1005833.0,False,1034581,2021-08-31T06:20:26.803349,False,[],Cég,1021936,1019477,2022-09-15T11:59:03,1019477,2025-03-14T15:10:45.774321,35507685,0,S00537,1001626,Vasút,1005743,11,,,,,,0,2040,Budaörs,1001210,1001626,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002424,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2040 Budaörs, Vasút utca 11",1237287,1019477,2022-09-15T18:12:54,33451860,,,,,,,,,,
Prima Disztribúció Kft.,1021928,1237289,True,True,True,10402166-50515754-49841000,1006584,False,False,1237290,1019477,2022-09-15T18:12:54,1019477,2025-04-01T13:26:22.857898,36374311,0,Prima Disztribúció Kft.,Prima Disztribúció Kft.,1000117,0,14926282-2-41,13-09-131895,AA2773975,False,True,False,False,1005833.0,False,1034511,2021-08-31T06:20:26.803349,False,[],Cég,1021928,1019477,2022-09-15T11:59:02,1019477,2025-03-14T15:10:43.532376,35505275,0,S02851,1001458,Pusztakúti,1005741,10,,,,,,0,1038,Budapest,1001210,1001458,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002256,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1038 Budapest, Pusztakúti út 10",1237289,1019477,2022-09-15T18:12:54,33451861,,,,,,,,,,
Sole-Mizo Zrt.,1021939,1237291,False,True,True,12072507-00104153-00100003,1000521,True,False,1237292,1019477,2022-09-15T18:12:55,1019477,2025-03-20T13:35:03.017539,36062425,0,Sole-Mizo Zrt.,Sole-Mizo Zrt.,1000128,0,11090799-4-06,06-10-000119,AA2675549,False,True,False,False,1005833.0,False,1034615,2021-08-31T06:20:26.803349,False,[],Cég,1021939,1019477,2022-09-15T11:59:03,1019477,2025-03-14T15:10:46.547854,35508213,0,S01081,1003540,Budapesti,1005741,6,,,,,,0,6728,Szeged,1001210,1003540,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004338,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"6728 Szeged, Budapesti út 6",1237291,1019477,2022-09-15T18:12:55,33451903,2021-08-31T06:43:03.595796,,,,,,,,,
Spirits-68 Kft,1021940,1237293,True,True,True,12001008-00160823-00100003,1006002,False,False,1237294,1019477,2022-09-15T18:12:55,1019477,2025-04-01T13:26:23.28845,36374313,0,Spirits-68 Kft,Spirits-68 Kft,1000129,0,11895745-2-07,07-09-007787,AA0537959,False,True,False,False,1005833.0,False,1034625,2021-08-31T06:20:26.803349,False,[],Cég,1021940,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:47.362324,35522954,0,S01704,1001647,József Attila,1005743,,,,,,66,0,2066,Szár,1001210,1001647,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002445,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2066 Szár, József Attila utca ",1237293,1019477,2022-09-15T18:12:55,33451943,,,,,,,,,,
Sza-Co Kft,1021941,1237295,True,True,True,11600006-00000000-94602706,1007239,False,False,1237296,1019477,2022-09-15T18:12:55,1019477,2025-04-01T13:26:23.533354,36374314,0,Sza-Co Kft,Sza-Co Kft,1000130,0,11377524-2-03,03-09-104221,,False,True,False,False,1005833.0,False,1034643,2021-08-31T06:20:26.803349,False,[],Cég,1021941,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:47.679416,35523052,0,S00131,1003352,Izzó,1005743,2,,,,,,0,6000,Kecskemét,1001210,1003352,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004150,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"6000 Kecskemét, Izzó utca 2",1237295,1019477,2022-09-15T18:12:55,33451862,,,,,,,,,,
Szarvasi Mozzarella Kft.,1021942,1237297,True,True,True,11745004-20130752,1005391,False,False,1237298,1019477,2022-09-15T18:12:55,1019477,2025-04-01T13:26:23.76631,36374315,0,Szarvasi Mozzarella Kft.,Szarvasi Mozzarella Kft.,1000131,0,11048053-2-13,13-09-156178,AA0082235,False,True,False,False,1005833.0,False,1034649,2021-08-31T06:20:26.803349,False,[],Cég,1021942,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:47.900166,35523094,0,S01125,1001626,Gyár,1005743,2,,,,,,0,2040,Budaörs,1001210,1001626,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002424,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2040 Budaörs, Gyár utca 2",1237297,1019477,2022-09-15T18:12:55,33451863,,,,,,,,,,
Szega Camembert Kft.,1021943,1237299,True,True,True,10700024-67133231-51100005,1006515,False,False,1237300,1019477,2022-09-15T18:12:55,1019477,2025-04-01T13:26:23.996751,36374316,0,Szega Camembert Kft.,Szega Camembert Kft.,1000132,0,12776294-2-41,01-09-702889,AA2676911,False,True,False,False,1005833.0,False,1034657,2022-12-23T08:22:36.26881,False,[],Cég,1021943,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:48.163703,35523412,0,S01585,1001447,Pázsit,1005743,2,,,,,,0,1026,Budapest,1001210,1001447,0,2022-09-13T14:59:30,0,2022-09-13T14:59:30,1002245,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1026 Budapest, Pázsit utca 2",1237299,1019477,2022-09-15T18:12:55,33451904,,,,,,,,,,
Sió-Eckes Kft.,1021938,1237301,True,True,True,10918001-00000129-00780009,1005974,False,False,1237302,1019477,2022-09-15T18:12:55,1019477,2025-04-01T13:26:24.240104,36374317,0,Sió-Eckes Kft.,Sió-Eckes Kft.,1000127,0,11223755-2-14,14-09-300379,AA0100045,False,True,False,False,1005833.0,False,1034609,2021-08-31T06:20:26.803349,False,[],Cég,1021938,1019477,2022-09-15T11:59:03,1019477,2025-03-14T15:10:46.311845,35508174,0,S00144,1004647,Május,1005743,61,,,,,,0,8600,Siófok,1001210,1004647,0,2022-09-13T14:59:36,0,2022-09-13T14:59:36,1005445,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8600 Siófok, Május utca 61",1237301,1019477,2022-09-15T18:12:55,33451864,,,,,,,,,,
Szentkirályi-Kékkúti Ásványvíz Kft,1021944,1237303,True,True,True,10404027-50526551-49901015,1000546,False,False,1237304,1019477,2022-09-15T18:12:55,1019477,2024-06-12T07:00:17.273652,35523535,0,Szentkirályi-Kékkúti Ásványvíz Kft,Szentkirályi-Kékkúti Ásványvíz Kft,1000133,0,13079026-2-44,01-09-717667,AA0139946,False,True,False,False,1005833.0,False,1034661,2021-08-31T06:20:26.803349,False,[],Cég,1021944,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:48.410956,35523534,0,S00773,1001521,Neumann János,1005743,1,A,,,,,0,1117,Budapest,1001210,1001521,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002319,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1117 Budapest, Neumann János utca 1 A",1237303,1019477,2022-09-15T18:12:55,33451905,,,,,,,,,,
Szikrai Borászati Kft.,1021945,1237305,True,True,True,10402506-25013126,1005878,False,False,1237306,1019477,2022-09-15T18:12:56,1019477,2025-04-01T13:26:24.449322,36374318,0,Szikrai Borászati Kft.,Szikrai Borászati Kft.,1000134,0,10300765-2-03,03-09-000235,AA0002934,False,True,False,False,1005833.0,False,1034667,2021-08-31T06:20:26.803349,False,[],Cég,1021945,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:48.64335,35523545,0,S00264,1003363,Fő,1005743,3,,,,,,0,6032,Nyárlőrinc,1001210,1003363,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004161,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"6032 Nyárlőrinc, Fő utca 3",1237305,1019477,2022-09-15T18:12:56,33451944,,,,,,,,,,
Szimita-Trade Kft.,1021946,1237307,True,True,True,11744003-29910771,1006163,False,False,1237308,1019477,2022-09-15T18:12:56,1019477,2025-04-01T13:26:24.750894,36374319,0,Szimita-Trade Kft.,Szimita-Trade Kft.,1000135,0,13115252-2-15,15-09-068644,AA2656559,False,True,False,False,1005833.0,False,1034671,2021-11-08T14:03:58.625956,False,[],Cég,1021946,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:48.877691,35523549,0,S00842,1002858,Széchenyi,1005743,19,,,,,,0,4244,Újfehértó,1001210,1002858,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1003656,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"4244 Újfehértó, Széchenyi utca 19",1237307,1019477,2022-09-15T18:12:56,33451865,,,,,,,,,,
Szivárvány Aqua - Prágai Trade Kft,1021947,1237309,True,True,True,10300002-10660782-49020018,1000553,False,False,1237310,1019477,2022-09-15T18:12:56,1019477,2024-06-12T07:00:10.88597,35523601,0,Szivárvány Aqua - Prágai Trade Kft,Szivárvány Aqua - Prágai Trade Kft,1000136,0,14993268-2-04,04 09 009513,AA2680376,False,True,False,False,1005833.0,False,1034673,2021-08-31T06:20:26.803349,False,[],Cég,1021947,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:49.122146,35523600,0,S05643,1003328,Alkotmány,1005743,40-2,,,,,,0,5800,Mezőkovácsháza,1001210,1003328,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004126,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"5800 Mezőkovácsháza, Alkotmány utca 40-2",1237309,1019477,2022-09-15T18:12:56,33451866,,,,,,,,,,
Tahi-Tojás ,1021948,1237311,True,True,True,10103874-41169100-01004007,1000557,False,False,1237312,1019477,2022-09-15T18:12:56,1019477,2024-06-12T07:00:17.34642,35523604,0,Tahi-Tojás ,Tahi-Tojás ,1000137,0,21924983-2-13,13-06-051246,AA0469379,False,True,False,False,1005833.0,False,1034683,2021-08-31T06:20:26.803349,False,[],Cég,1021948,1019477,2022-09-15T11:59:04,1019477,2025-03-14T15:10:49.367426,35523603,0,S04069,1001781,Alsóvány,1005648,7,,,,,,0,2347,Bugyi,1001210,1001781,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002579,0,hrsz.,999,1005648,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006446,0,"2347 Bugyi, Alsóvány hrsz. 7",1237311,1019477,2022-09-15T18:12:56,33451906,,,,,,,,,,
Tamási - Hús Kft.,1021949,1237313,True,True,True,10102440-25371400-01004001,1006087,False,False,1237314,1019477,2022-09-15T18:12:56,1019477,2025-04-01T13:26:24.955212,36374320,0,Tamási - Hús Kft.,Tamási - Hús Kft.,1000138,0,13387574-2-17,17-09-005195,AA0091099,False,True,False,False,1005833.0,False,1034691,2021-08-31T06:20:26.803349,False,[],Cég,1021949,1019477,2022-09-15T11:59:05,1019477,2025-03-14T15:10:49.581649,35523622,0,S01092,1003666,Dózsa György,1005743,123,,,,,,0,7090,Tamási,1001210,1003666,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004464,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7090 Tamási, Dózsa György utca 123",1237313,1019477,2022-09-15T18:12:56,33451945,,,,,,,,,,
Tebike Kft,1021950,1237315,True,True,True,10300002-33251507-00003285,1007205,False,False,1237316,1019477,2022-09-15T18:12:56,1019477,2025-04-01T13:26:25.207837,36374321,0,Tebike Kft,Tebike Kft,1000139,0,13209089-2-08,08-09-011912,AA0045638,False,True,False,False,1005833.0,False,1034699,2021-08-31T06:20:26.803349,False,[],Cég,1021950,1019477,2022-09-15T11:59:05,1019477,2025-03-14T15:10:49.844623,35523647,0,S03962,1005043,Csanaki,1005741,15,,,,,,0,9012,Győr,1001210,1005043,0,2022-09-13T14:59:36,0,2022-09-13T14:59:36,1005841,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"9012 Győr, Csanaki út 15",1237315,1019477,2022-09-15T18:12:56,33451867,,,,,,,,,,
Techno-Trade Kft,1021951,1237317,True,True,True,10400968-50514854-56551002,1006025,False,False,1237318,1019477,2022-09-15T18:12:56,1019477,2025-04-01T13:26:25.426668,36374322,0,Techno-Trade Kft,Techno-Trade Kft,1000140,0,11451149-2-07,07-09-004494,,False,True,False,False,1005833.0,False,1034701,2021-11-08T14:04:43.05129,False,[],Cég,1021951,1019477,2022-09-15T11:59:05,1019477,2025-03-14T15:10:50.181999,35523773,0,S01094,1004266,Károly János,1005743,20,,,,,,0,8000,Székesfehérvár,1001210,1004266,0,2022-09-13T14:59:35,0,2022-09-13T14:59:35,1005064,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"8000 Székesfehérvár, Károly János utca 20",1237317,1019477,2022-09-15T18:12:56,33451946,,,,,,,,,,
The Fishmarket Kft.,1021953,1237319,True,True,True,10101126-02945800-01005002,1005407,False,False,1237320,1019477,2022-09-15T18:12:56,1019477,2025-04-01T13:26:25.675469,36374323,0,The Fishmarket Kft.,The Fishmarket Kft.,1000142,0,14453157-2-13,13-09-139721,AA0040644,False,True,False,False,1005833.0,False,1034713,2021-08-31T06:20:26.803349,False,[],Cég,1021953,1019477,2022-09-15T11:59:05,1019477,2025-03-14T15:10:51.245408,35533279,0,S03404,1001626,Törökbálinti,1005743,23,,,,,,0,2040,Budaörs,1001210,1001626,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002424,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2040 Budaörs, Törökbálinti utca 23",1237319,1019477,2022-09-15T18:12:56,33451868,,,,,,,,,,
Tolnatej ZRt.,1021954,1237321,True,True,True,11746005-20085920,1007089,False,False,1237322,1019477,2022-09-15T18:12:57,1019477,2025-04-01T13:26:25.896778,36374324,0,Tolnatej ZRt.,Tolnatej ZRt.,1000143,0,11285562-2-17,17-10-001150,AA0120317,False,True,False,False,1005833.0,False,1034725,2021-08-31T06:20:26.803349,False,[],Cég,1021954,1019477,2022-09-15T11:59:05,1019477,2025-03-14T15:10:51.491737,35533283,0,S01126,1003676,Keselyűsi,1005741,26,,,,,,0,7100,Szekszárd,1001210,1003676,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004474,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"7100 Szekszárd, Keselyűsi út 26",1237321,1019477,2022-09-15T18:12:57,33451907,,,,,,,,,,
